danceability,energy,loudness,mode,speechiness,acousticness,liveness,valence,tempo,name
0.778,0.599,-4.758,1,0.032,0.0705,0.59,0.949,116.951,"Dil Dhadakne Do - Joi Barua, Suraj Jagan"
0.79,0.848,-7.798,1,0.0508,0.364,0.148,0.641,127.034,Ik Junoon (Paint It Red) - Vishal Dadlani
0.517,0.565,-10.184,1,0.0441,0.721,0.0997,0.69,169.952,"Khaabon Ke Parinday - Alyssa Mendonsa, Mohit Chauhan"
0.701,0.681,-6.442,1,0.0466,0.134,0.064,0.81,122.539,"Senorita - Farhan Akhtar, Hrithik Roshan, Abhay Deol, Maria Del Mar Fernandez"
0.637,0.675,-7.817,1,0.0296,0.0483,0.125,0.21,110.946,Der Lagi Lekin - Shankar Mahadevan
0.345,0.624,-8.89,0,0.0399,0.578,0.101,0.514,81.456,Toh Zinda Ho Tum - Farhan Akhtar
0.855,0.553,-6.52,1,0.0331,0.19,0.0942,0.874,124.922,"Sooraj Ki Baahon Mein - Dominique Cerejo, Clinton Cerejo, Loy Mendonsa"
0.712,0.621,-6.374,1,0.0278,0.116,0.142,0.779,101.981,Ik Kahani - Gajendra Verma
0.718,0.573,-7.309,0,0.0451,0.458,0.0953,0.686,180.043,Tera Ghata - Gajendra Verma
0.696,0.53,-6.281,0,0.0384,0.56,0.134,0.495,97.921,"Ik Vaari - Ayushmann Khurrana, Apaarshakti Khurrana"
0.512,0.752,-4.857,0,0.0534,0.305,0.708,0.428,127.965,"Ik Vaari Aa - Pritam, Arijit Singh"
0.636,0.701,-6.825,1,0.0363,0.414,0.106,0.352,113.886,"Raabta (Title Track) - Pritam, Arijit Singh, Nikhita Gandhi"
0.436,0.719,-5.957,0,0.0852,0.271,0.132,0.709,171.858,"Lambiyaan Si Judaiyaan - Pritam, Arijit Singh, Shadab, Altamash Faridi"
0.841,0.914,-3.917,0,0.0613,0.0958,0.115,0.651,104.014,"Main Tera Boyfriend - Pritam, Arijit Singh, Neha Kakkar, Meet Bros."
0.705,0.422,-7.375,1,0.0299,0.793,0.0895,0.484,117.949,"Darasal - Pritam, Atif Aslam"
0.707,0.941,-2.606,0,0.041,0.0173,0.134,0.337,99.013,"Ishare Tere - Guru Randhawa, Dhvani Bhanushali"
0.726,0.77,-6.479,0,0.0536,0.296,0.0557,0.887,94.961,"Dhunki - Sohail Sen, Neha Bhasin, Irshad Kamil"
0.798,0.861,-7.612,1,0.037,0.218,0.094,0.845,109.016,"Choomantar - Sohail Sen, Benny Dayal, Aditi Singh Sharma, Irshad Kamil"
0.846,0.634,-7.753,0,0.0432,0.122,0.146,0.944,104.964,"Isq Risk - Sohail Sen, Rahat Fateh Ali Khan, Irshad Kamil"
0.703,0.883,-7.85,0,0.045,0.47,0.31,0.839,135.05,"Do Dhaari Talwaar - Sohail Sen, Shahid Mallya, Shweta Pandit, Irshad Kamil"
0.466,0.778,-7.174,0,0.115,0.382,0.0359,0.596,99.981,"Dil Haara - Vishal-Shekhar, Sukhwinder Singh, Piyush Mishra"
0.716,0.68,-6.006,1,0.0357,0.22,0.083,0.673,116.012,"Tashan Mein - Vishal-Shekhar, Vishal, Saleem, Piyush Mishra"
0.718,0.697,-6.474,0,0.135,0.634,0.0563,0.62,143.907,"Falak Tak - Vishal-Shekhar, Udit Narayan, Mahalakshmi Iyer, Kausar Munir"
0.637,0.825,-6.612,1,0.0816,0.352,0.389,0.836,92.029,"Rishte Naate - Rahat Fateh Ali Khan, Suzanne D'Mello"
0.654,0.671,-6.026,1,0.0807,0.359,0.0656,0.76,90.063,"I Love You - Pritam, Ash King, Clinton Cerejo"
0.401,0.517,-6.618,0,0.0481,0.0661,0.202,0.471,128.451,"Teri Meri - Rahat Fateh Ali Khan, Shreya Ghoshal"
0.483,0.798,-4.623,1,0.0972,0.176,0.24,0.691,83.684,Teri Ore (From Singh Is Kinng) - Rahat Fateh Ali Khan
0.77,0.824,-6.491,0,0.0851,0.485,0.318,0.49,172.006,"Proper Patola - Badshah, Diljit Dosanjh, Aastha Gill"
0.679,0.688,-5.522,1,0.0293,0.0773,0.704,0.424,127.951,"Tu Meri - Vishal-Shekhar, Vishal Dadlani"
0.727,0.714,-4.494,1,0.0872,0.0209,0.153,0.618,164.003,Amplifier - Imran Khan
0.534,0.959,-3.67,0,0.361,0.449,0.354,0.751,187.576,"First Class - Pritam, Arijit Singh, Neeti Mohan"
0.891,0.913,-4.453,1,0.149,0.394,0.373,0.772,130.045,"High Heels - Jaz Dhami, Yo Yo Honey Singh"
0.727,0.9,-4.529,1,0.0452,0.0805,0.154,0.505,131.97,"Subha Hone Na De - Pritam, Mika Singh, Shefali Alvares"
0.772,0.649,-6.411,1,0.143,0.0724,0.0761,0.824,90.072,Na Ja - Pav Dharia
0.849,0.592,-4.309,0,0.102,0.632,0.108,0.652,89.966,Kya Baat Ay - Harrdy Sandhu
0.829,0.654,-6.26,0,0.0685,0.0942,0.2,0.335,98.012,"Tareefan - QARAN, Badshah"
0.906,0.699,-5.526,1,0.0462,0.13,0.178,0.938,129.946,"Gal Mitthi Mitthi - Amit Trivedi, Tochi Raina"
0.959,0.606,-5.754,1,0.219,0.345,0.126,0.783,110.0,"Dj Waley Babu (feat. Aastha Gill) - Badshah, Aastha Gill"
0.703,0.678,-8.644,0,0.0417,0.0478,0.496,0.694,120.051,"Bang Bang - Vishal-Shekhar, Benny Dayal, Neeti Mohan"
0.685,0.841,-2.932,0,0.0942,0.118,0.26,0.59,97.929,High Rated Gabru (From Nawabzaade) - Guru Randhawa
0.835,0.718,-6.614,1,0.0816,0.363,0.0625,0.64,139.968,"London Thumakda (From Queen) - Labh Janjua, Sonu Kakkar, Neha Kakkar"
0.602,0.874,-8.529,0,0.0377,0.521,0.113,0.691,103.198,"Tip Tip Barsa Paani - Alka Yagnik, Udit Narayan"
0.443,0.674,-6.302,0,0.0358,0.424,0.121,0.219,139.906,"Toota Jo Kabhi Tara - Atif Aslam, Sumedha Karmahe"
0.697,0.438,-8.411,1,0.0289,0.397,0.293,0.58,117.954,Ajab Si - KK
0.533,0.436,-7.521,0,0.0276,0.234,0.46,0.371,146.868,"Main Agar Kahoon - Sonu Nigam, Shreya Ghoshal"
0.563,0.71,-6.212,1,0.0592,0.0663,0.105,0.262,133.873,"Jag Soona Soona Lage - Rahat Fateh Ali Khan, Richa Sharma"
0.8,0.881,-6.077,1,0.0502,0.127,0.0976,0.81,107.998,"Dhoom Taana - Shreya Ghoshal, Abhijeet"
0.552,0.598,-6.052,0,0.0362,0.479,0.0806,0.354,135.951,Dastaan - E - Om Shanti Om - Shaan
0.603,0.708,-7.047,0,0.0379,0.000173,0.158,0.611,105.046,"Zinda - Shankar-Ehsaan-Loy, Siddharth Mahadevan"
0.696,0.506,-8.26,1,0.0334,0.537,0.0832,0.612,129.977,"Bhaag Milkha Bhaag - Shankar-Ehsaan-Loy, Arif Lohar"
0.802,0.763,-6.456,1,0.0336,0.22,0.128,0.789,120.078,"Slow Motion Angreza - Shankar-Ehsaan-Loy, Sukhwinder Singh, Loy Mendonsa, Shankar Mahadevan"
0.726,0.53,-8.485,1,0.0531,0.498,0.14,0.594,126.06,"O Rangrez - Shankar-Ehsaan-Loy, Shreya Ghoshal, Javed Bashir, Yusuf Mohammed, Vajid Ali"
0.678,0.721,-6.231,1,0.0449,0.0331,0.347,0.323,129.976,"Bhaag Milkha Bhaag - Rock Version - Shankar-Ehsaan-Loy, Siddharth Mahadevan"
0.806,0.909,-5.295,1,0.0658,0.0267,0.057,0.653,119.996,"Maston Ka Jhund - Shankar-Ehsaan-Loy, Divya Kumar"
0.545,0.473,-8.259,0,0.0312,0.284,0.0871,0.195,130.0,"Bol Do Na Zara - Armaan Malik, Rashmi Virag"
0.56,0.768,-4.77,1,0.0655,0.494,0.0844,0.289,155.765,"Itni Si Baat Hain - Pritam, Arijit Singh, Antara Mitra"
0.76,0.83,-6.868,0,0.28,0.639,0.109,0.907,93.401,"Ladki Kyon - Jatin-Lalit, Alka Yagnik, Shaan, Prasoon Joshi"
0.839,0.935,-5.823,1,0.0806,0.253,0.12,0.946,106.997,"Chak De - Jatin-Lalit, Sonu Nigam, Sadhana Sargam, Prasoon Joshi"
0.465,0.682,-8.124,1,0.0512,0.381,0.0801,0.583,164.01,"Hum Tum - Jatin-Lalit, Alka Yagnik, Babul Supriyo, Prasoon Joshi"
0.762,0.878,-4.999,1,0.083,0.153,0.071,0.951,100.998,"Gore Gore - Jatin-Lalit, Alka Yagnik, Prasoon Joshi"
0.804,0.748,-14.163,0,0.0616,0.11,0.0998,0.699,131.989,"Radha - Vishal-Shekhar, Shreya Ghoshal, Udit Narayan, Vishal Dadlani, Shekhar Ravjiani"
0.711,0.295,-12.377,0,0.0334,0.534,0.0782,0.694,135.041,"Ishq Wala Love - Vishal-Shekhar, Salim Merchant, Neeti Mohan, Shekhar Ravjiani"
0.705,0.913,-6.709,1,0.0788,0.0137,0.329,0.955,145.948,"Drama Queen - Vishal-Shekhar, Shreya Ghoshal, Vishal Dadlani"
0.365,0.649,-5.295,0,0.0408,0.151,0.121,0.453,78.398,"Manchala - Vishal-Shekhar, Shafqat Amanat Ali, Nupur Pant"
0.623,0.595,-6.342,1,0.0331,0.361,0.353,0.418,78.029,"Zehnaseeb - Vishal-Shekhar, Chinmayi Sripada, Shekhar Ravjiani"
0.629,0.837,-6.179,1,0.103,0.15,0.0578,0.803,104.973,"Haanikaarak Bapu - Sarwar Khan, Sartaz Khan Barna"
0.875,0.743,-5.674,1,0.0479,0.0768,0.0651,0.612,105.953,Dhaakad - Raftaar
0.618,0.867,-5.1,0,0.139,0.239,0.0559,0.665,178.017,Dangal - Daler Mehndi
0.501,0.445,-8.432,1,0.0337,0.772,0.117,0.388,80.086,Naina - Arijit Singh
0.755,0.894,-8.544,0,0.0993,0.54,0.141,0.799,104.985,"Chak De India - Salim–Sulaiman, Sukhwinder Singh, Marianne D'Cruz, Jaideep Sahni"
0.649,0.788,-9.607,1,0.0373,0.0717,0.0936,0.869,104.999,"Badal Pe Paon Hai - Salim–Sulaiman, Hema Sardesai, Jaideep Sahni"
0.636,0.41,-10.372,1,0.0277,0.941,0.125,0.516,115.003,"Maula Mere Lele Meri Jaan - Salim–Sulaiman, Krishna, Jaideep Sahni"
0.591,0.531,-8.677,0,0.0472,0.629,0.499,0.478,80.971,"Meherbaan - Vishal-Shekhar, Ash King, Shilpa Rao, Shekhar Ravjiani"
0.41,0.455,-8.071,1,0.0316,0.731,0.185,0.361,90.993,"Meherbani - Arko, Jubin Nautiyal"
0.638,0.471,-7.025,0,0.0258,0.825,0.0993,0.381,99.017,"Mera Pyar Tera Pyar - Jeet Gannguli, Arijit Singh"
0.495,0.498,-7.023,0,0.0337,0.701,0.0706,0.32,133.992,"Pal - Javed-Mohsin, Arijit Singh, Shreya Ghoshal"
0.477,0.925,-5.856,0,0.186,0.0808,0.0482,0.575,105.112,Tattad Tattad - Aditya Narayan
0.721,0.867,-5.429,0,0.225,0.0885,0.0372,0.87,170.091,"One Two Three Four (Get On The Dance Floor) - Vishal Dadlani, Hamsika Iyer"
0.679,0.421,-9.13,0,0.0344,0.685,0.244,0.65,81.012,"Titli - Chinmayi, Gopi Sundar"
0.419,0.679,-8.052,1,0.0384,0.493,0.119,0.368,169.911,"Tera Rastaa Chhodoon Na - Amitabh Bhattacharya, Anusha Mani"
0.84,0.743,-7.66,1,0.0599,0.0307,0.421,0.826,106.996,"Kashmir Main Tu Kanyakumari - Sunidhi Chauhan, Arijit Singh, Neeti Mohan"
0.685,0.841,-2.932,0,0.0942,0.118,0.26,0.59,97.929,High Rated Gabru - Guru Randhawa
0.912,0.677,-4.212,1,0.0713,0.193,0.0939,0.94,115.061,"Tere Naal Nachna - Badshah, Sunanda Sharma"
0.659,0.774,-7.014,1,0.0372,0.606,0.185,0.883,82.995,"Mast Magan (From 2 States) - Arijit Singh, Chinmayi"
0.799,0.609,-6.729,1,0.0448,0.0158,0.0642,0.758,130.031,"Offo - Aditi Singh Sharma, Amitabh Bhattacharya"
0.705,0.74,-5.82,1,0.0505,0.0365,0.487,0.928,106.953,Locha-E-Ulfat - Benny Dayal
0.567,0.546,-8.316,1,0.0405,0.301,0.129,0.401,113.806,"Chaandaniya - Mohan Kannan, Yashita Sharma"
0.71,0.801,-4.845,1,0.0896,0.0728,0.0744,0.845,145.102,"The Jawaani Song - Vishal-Shekhar, Vishal Dadlani, Payal Dev, Kishore Kumar"
0.846,0.786,-4.607,1,0.0519,0.131,0.0835,0.523,106.023,"The Hook Up Song - Vishal-Shekhar, Neha Kakkar, Shekhar Ravjiani"
0.558,0.565,-7.561,0,0.0286,0.58,0.125,0.394,135.986,Jo Bhi Main - Mohit Chauhan
0.647,0.656,-8.632,1,0.0354,0.657,0.343,0.453,119.965,Phir Se Ud Chala - Mohit Chauhan
0.362,0.378,-11.008,1,0.0329,0.679,0.091,0.575,87.549,"Kun Faya Kun - A.R. Rahman, Javed Ali, Mohit Chauhan"
0.507,0.741,-7.456,0,0.0535,0.414,0.107,0.492,132.903,"Nadaan Parinde - A.R. Rahman, Mohit Chauhan"
0.356,0.47,-8.929,1,0.0278,0.518,0.0807,0.167,93.895,"Tum Ho - Mohit Chauhan, Suzanne D'Mello"
0.554,0.882,-5.018,0,0.0488,0.091,0.368,0.627,96.958,Saadda Haq - Mohit Chauhan
0.402,0.718,-5.407,1,0.045,0.53,0.454,0.673,84.261,"Lag Ja Gale (From Bhoomi) - Rahat Fateh Ali Khan, Sachin-Jigar"
0.518,0.541,-4.541,1,0.0282,0.424,0.0962,0.164,127.876,Aye Dil Bata - Arijit Singh
0.566,0.862,-6.02,0,0.105,0.0246,0.103,0.455,147.974,"Baaki Baatein Peene Baad (Shots) (feat. Badshah) - Arjun Kanungo, Badshah"
0.702,0.635,-7.337,0,0.0343,0.437,0.106,0.507,133.017,"Baat Ban Jaye - Siddharth Basrur, Priya Saraiya, Sachin-Jigar"
0.417,0.433,-8.958,1,0.0415,0.0726,0.123,0.207,169.92,"Qaafirana - Arijit Singh, Nikhita Gandhi"
0.481,0.392,-8.2,1,0.0246,0.478,0.122,0.257,91.796,Jaan 'Nisaar (Arijit) - Arijit Singh
0.574,0.38,-8.779,1,0.0296,0.663,0.122,0.342,92.001,Jaan 'Nisaar (Asees) - Asees Kaur
0.776,0.795,-5.454,1,0.0485,0.121,0.138,0.569,117.989,"Challa - A.R. Rahman, Rabbi Shergil, Gulzar"
0.543,0.665,-8.295,1,0.0623,0.505,0.144,0.495,81.97,"Saans - A.R. Rahman, Shreya Ghoshal, Mohit Chauhan, Gulzar"
0.731,0.9,-7.66,0,0.0466,0.126,0.0722,0.963,143.991,"Ishq Shava - A.R. Rahman, Raghav, Shilpa Rao, Gulzar"
0.712,0.718,-8.286,0,0.0444,0.049,0.128,0.59,106.012,"Jiya Re - A.R. Rahman, Neeti Mohan, Gulzar"
0.588,0.698,-6.736,1,0.0418,0.546,0.0785,0.291,98.944,"Jab Tak Hai Jaan - A.R. Rahman, Javed Ali, Shakthisree Gopalan, Gulzar"
0.568,0.592,-5.427,0,0.0447,0.393,0.0965,0.327,173.841,Dil Aaj Kal - KK
0.514,0.688,-4.898,1,0.118,0.384,0.126,0.55,180.11,Yaari Yaari - Ram Sampath
0.738,0.798,-6.663,1,0.0334,0.32,0.31,0.793,123.01,"Tum Mile - Pritam, Neeraj Shridhar"
0.59,0.859,-5.005,0,0.0416,0.633,0.286,0.634,149.966,"Dil Ibaadat - Pritam, KK"
0.705,0.744,-5.416,0,0.0341,0.582,0.2,0.706,115.959,"Tu Hi Haqeeqat - Pritam, Javed Ali, Irshan Ashraf, Shadab"
0.407,0.487,-5.475,0,0.0332,0.668,0.121,0.352,114.251,Tu Jo Hain (From Mr. X) - Ankit Tiwari
0.56,0.604,-8.732,1,0.0866,0.315,0.176,0.75,84.784,Tujh Mein Rab Dikhta Hai - Roop Kumar Rathod
0.778,0.737,-7.073,1,0.195,0.178,0.0632,0.9,125.031,Phir Milenge Chalte Chalte - Sonu Nigam
0.566,0.499,-8.473,0,0.037,0.776,0.113,0.457,159.992,Khudaaya - Shekhar Ravjiani
0.554,0.578,-7.718,0,0.0379,0.536,0.11,0.55,137.921,"Duaa - Nandini Srikar, Arijit Singh"
0.671,0.6,-5.129,1,0.031,0.648,0.315,0.689,105.049,"Koi Vi Nahi - Shirley Setia, Gurnazar"
0.687,0.419,-11.195,0,0.0512,0.687,0.0742,0.555,125.008,"Kuchh Khaas - Mohit Chauhan, Neha Bhasin"
0.739,0.664,-10.582,1,0.0338,0.539,0.0856,0.878,106.021,"Hai Junoon - Pritam, KK, Sandeep Shrivastava"
0.314,0.475,-12.38,1,0.0838,0.779,0.34,0.312,78.992,"Tune Jo Na Kaha - Pritam, Mohit Chauhan, Sandeep Shrivastava"
0.789,0.583,-10.975,0,0.0536,0.285,0.062,0.885,100.019,"Rehnaa Hai Tere Dil Mein - Sonu Nigam, Kavita Krishnamurthy"
0.466,0.563,-6.668,1,0.0341,0.13,0.203,0.233,92.049,Tere Dil Mein - Armaan Malik
0.601,0.802,-6.537,0,0.0372,0.158,0.314,0.345,109.989,"Teri Meri Kahaani - Arijit Singh, Palak Muchhal"
0.374,0.692,-5.466,1,0.0836,0.412,0.117,0.557,175.964,"Coffee Peetey Peetey - Dev Negi, Paroma Dasgupta"
0.523,0.557,-7.799,1,0.0293,0.813,0.0958,0.196,111.766,"Darkhaast (feat. Arijit Singh, Sunidhi Chauhan) - Mithoon, Arijit Singh, Sunidhi Chauhan"
0.64,0.754,-4.873,0,0.0392,0.395,0.209,0.355,94.989,Mitti Di Khushboo (From Mitti Di Khushboo) - Ayushmann Khurrana
0.693,0.538,-7.665,1,0.0278,0.355,0.108,0.378,95.993,Chan Kitthan (From Chan Kitthan) - Ayushmann Khurrana
0.696,0.53,-6.281,0,0.0384,0.56,0.134,0.495,97.921,Ik Vaari (From Ik Vaari) - Ayushmann Khurrana
0.739,0.836,-5.155,1,0.0325,0.195,0.197,0.677,109.011,"Saadi Galli Aaja (From Nautanki Saala !) - Ayushmann Khurrana, Neeti Mohan"
0.633,0.558,-6.572,1,0.0275,0.0839,0.0982,0.501,110.012,Yahin Hoon Main (From Yahin Hoon Main) - Ayushmann Khurrana
0.594,0.376,-9.528,1,0.0272,0.611,0.119,0.333,96.41,Mera Mann-Yahin Hoon Main (From T-Series Mixtape) - Ayushmann Khurrana
0.586,0.504,-6.283,1,0.0347,0.507,0.149,0.36,78.015,"Nain Na Jodeen (From Badhaai Ho) - Ayushmann Khurrana, Neha Kakkar, Rochak Kohli"
0.567,0.51,-8.649,1,0.0261,0.56,0.103,0.209,94.901,Dil-E-Nadaan (From Hawaizaada) - Ayushmann Khurrana
0.645,0.434,-5.854,0,0.0282,0.708,0.073,0.707,136.055,Tu Hi Tu (From Nautanki Saala !) - Ayushmann Khurrana
0.772,0.401,-8.453,1,0.057,0.811,0.13,0.574,124.959,"Turram Khan (From Hawaizaada) - Papon, Ayushmann Khurrana, Monali Thakur"
0.511,0.622,-6.184,1,0.0435,0.0662,0.0465,0.387,85.349,Ishq Sufiyana (Male) - Kamal Khan
0.657,0.581,-8.108,1,0.0298,0.699,0.116,0.323,118.037,"Raabta - Pritam, Arijit Singh"
0.939,0.933,-2.688,1,0.0819,0.235,0.0293,0.708,122.994,"Pungi - Pritam, Mika Singh, Amitabh Bhattacharya, Nakash Aziz, Javed Jaffrey"
0.52,0.716,-6.582,0,0.051,0.612,0.11,0.593,122.977,Dooriyan - Mohit Chauhan
0.824,0.757,-5.047,1,0.0744,0.368,0.146,0.97,100.029,"Chor Bazari - Neeraj Shridhar, Sunidhi Chauhan"
0.585,0.688,-4.553,1,0.0722,0.551,0.121,0.814,85.871,Ajj Din Chadheya - Rahat Fateh Ali Khan
0.799,0.542,-7.142,1,0.0308,0.0858,0.126,0.673,107.993,"Adhoore - Vishal Dadlani, Alyssa Mendonsa"
0.746,0.812,-6.034,1,0.0383,0.252,0.218,0.967,96.012,Ajab Leher - Neeraj Shridhar
0.667,0.588,-6.018,0,0.0387,0.519,0.103,0.583,136.024,"Dhoop Ke Makaan - Shekhar Ravjiani, Sunidhi Chauhan"
0.642,0.862,-5.289,1,0.0644,0.0346,0.537,0.566,125.053,"Dooriyan Hain Zaroori - Monica Dogra, Vishal Dadlani"
0.619,0.859,-5.588,1,0.135,0.0163,0.276,0.682,125.084,"Adhoore (Remix By Abhijit Vaghani) - Vishal Dadlani, Alyssa Mendonsa"
0.435,0.658,-5.949,0,0.0368,0.699,0.125,0.524,77.17,"Duniyaa (From Luka Chuppi) - Akhil, Dhvani Bhanushali, Abhijit Vaghani, Bob"
0.739,0.644,-5.881,0,0.0503,0.103,0.189,0.315,94.996,"Photo (From Luka Chuppi) - Karan Sehmbi, Tanishk Bagchi, Goldboy"
0.77,0.963,-2.129,0,0.0804,0.11,0.153,0.858,97.998,"Tu Laung Main Elaachi (From Luka Chuppi) - Tulsi Kumar, Tanishk Bagchi, Gurmeet Singh"
0.81,0.846,-4.451,1,0.0435,0.0454,0.374,0.885,123.966,"Poster Lagwa Do (From Luka Chuppi) - Mika Singh, Sunanda Sharma, Nikhita Gandhi, White Noise Studios, Dilip Sen- Sameer Sen"
0.722,0.867,-3.652,0,0.0904,0.121,0.123,0.893,102.009,"Coca Cola (From Luka Chuppi) - Tony Kakkar, Neha Kakkar, Young Desi, Tanishk Bagchi"
0.581,0.645,-8.131,0,0.0311,0.369,0.089,0.315,89.982,Ek Mulaqat - Altamash Faridi
0.789,0.685,-8.669,0,0.212,0.414,0.172,0.697,147.864,"Proper Patola (From Proper Patola) (feat. Badshah) - Diljit Dosanjh, Badshah"
0.436,0.721,-5.956,0,0.0852,0.273,0.132,0.73,171.851,"Lambiyaan Si Judaiyaan (From Raabta) - Arijit Singh, Shadab, Altamash Faridi"
0.559,0.541,-5.525,1,0.0313,0.34,0.102,0.309,83.978,Tera Yaar Hoon Main (From Sonu Ke Titu Ki Sweety) - Arijit Singh
0.572,0.541,-6.45,1,0.0245,0.759,0.111,0.266,87.01,Humdard (From Ek Villain) - Arijit Singh
0.568,0.55,-6.172,0,0.0262,0.728,0.251,0.436,110.079,Lo Maan Liya (From Raaz Reboot) - Arijit Singh
0.524,0.575,-6.571,0,0.0294,0.397,0.269,0.206,89.915,Baaton Ko Teri (From All Is Well) - Arijit Singh
0.645,0.517,-6.708,0,0.0273,0.522,0.0905,0.259,106.906,"Chahun Main Ya Naa (From Aashiqui 2) - Palak Muchhal, Arijit Singh"
0.514,0.588,-5.163,0,0.0297,0.713,0.172,0.235,139.986,Yaad Hai Na (From Raaz Reboot) - Arijit Singh
0.515,0.707,-5.467,0,0.0426,0.0357,0.134,0.304,143.752,Milne Hai Mujhse Aayi (From Aashiqui 2) - Arijit Singh
0.503,0.381,-9.31,1,0.0283,0.722,0.154,0.263,80.658,Roke Na Ruke Naina (From Badrinath Ki Dulhania) - Arijit Singh
0.657,0.581,-8.108,1,0.0298,0.7,0.116,0.32,118.038,Raabta (From Agent Vinod) - Arijit Singh
0.568,0.508,-7.553,1,0.0333,0.737,0.103,0.685,86.03,"Hum Mar Jayenge (From Aashiqui 2) - Tulsi Kumar, Arijit Singh"
0.563,0.689,-4.294,0,0.0262,0.294,0.288,0.321,101.94,Uska Hi Banana (From 1920 Evil Returns) - Arijit Singh
0.559,0.768,-4.77,1,0.0656,0.494,0.0844,0.289,155.777,"Itni Si Baat Hain (From Azhar) - Arijit Singh, Antara Mitra"
0.554,0.578,-7.718,0,0.0379,0.536,0.11,0.55,137.921,"Duaa (From Shanghai) - Nandini Srikar, Arijit Singh"
0.715,0.676,-4.791,0,0.0376,0.333,0.107,0.383,114.969,Hai Dil Ye Mera (From Hate Story 2) - Arijit Singh
0.499,0.683,-6.373,0,0.0333,0.702,0.0749,0.297,134.958,Saware (From Phantom) - Arijit Singh
0.394,0.592,-6.398,1,0.203,0.847,0.125,0.401,81.098,"Wafa Ne Bewafai (From Teraa Surroor) - Arijit Singh, Neeti Mohan, Suzanne D'Mello"
0.329,0.45,-6.312,0,0.0405,0.594,0.13,0.284,80.095,Main Dhoondne Ko Zamaane Mein (From Heartless) - Arijit Singh
0.646,0.536,-9.157,1,0.0318,0.693,0.11,0.112,119.979,"Laagi Na Choote (From A Gentleman) - Arijit Singh, Shreya Ghoshal"
0.523,0.561,-6.474,1,0.0329,0.426,0.109,0.31,139.885,Tose Naina (From Mickey Virus) - Arijit Singh
0.791,0.558,-7.155,0,0.0661,0.276,0.0859,0.872,95.077,Kabhi Kabhi Aditi - Rashid Ali
0.668,0.746,-7.592,1,0.0603,0.00335,0.0773,0.485,119.696,"Pappu Can't Dance - Benny Dayal, Naresh Iyer, Satish Chakravarthy, Aslam, Blaaze, Tanvi, Bhargavi"
0.789,0.45,-9.61,1,0.0277,0.581,0.0736,0.878,99.991,Jaane Tu Mera Kya Hai (Aditi) - Runa
0.751,0.54,-7.942,1,0.0753,0.103,0.102,0.9,110.015,"Nazrein Milaana Nazrein Churaana - Benny Dayal, Satish Chakravarthy, Sayonara, Darshana, Svetha, Bhargavi, Anupama"
0.61,0.492,-7.55,1,0.0261,0.334,0.0979,0.165,90.984,"Kahin To - Rashid Ali, Vasundhara Das"
0.595,0.624,-10.943,0,0.0603,0.0925,0.114,0.647,170.001,Guzarish - Javed Ali
0.59,0.414,-12.391,1,0.0346,0.781,0.146,0.292,82.002,"Kaise Mujhe - Benny Dayal, Shreya Ghoshal"
0.667,0.25,-15.148,1,0.0273,0.763,0.146,0.599,97.521,"Piyu Bole - Sonu Nigam, Shreya Ghoshal"
0.729,0.314,-13.662,1,0.0629,0.529,0.0718,0.754,119.871,Kaisi Paheli Zindagani - Sunidhi Chauhan
0.673,0.714,-8.042,1,0.039,0.111,0.0858,0.78,112.941,"Raanjhanaa - A.R. Rahman, Jaswinder Singh, Shiraz Uppal"
0.619,0.88,-4.549,0,0.0535,0.0173,0.166,0.392,129.969,"Raat Bhar - Arijit Singh, Shreya Ghoshal"
0.586,0.833,-3.046,1,0.069,0.469,0.312,0.593,87.892,"Rabba Main Toh Mar Gaya Oye - Pritam, Rahat Fateh Ali Khan"
0.53,0.557,-6.373,1,0.031,0.648,0.123,0.359,86.983,"Love Me Thoda Aur - Pritam, Arijit Singh"
0.502,0.612,-4.787,1,0.0269,0.204,0.117,0.419,82.021,"Meri Maa - Pritam, KK"
0.463,0.84,-4.035,0,0.0955,0.736,0.351,0.385,153.941,"Maahi - Shaarib Toshi, Toshi Sabri"
0.637,0.591,-6.117,1,0.0342,0.504,0.135,0.48,119.956,"Soniyo - Raju Singh, Sonu Nigam, Shreya Ghoshal"
0.832,0.477,-6.949,1,0.0481,0.00725,0.205,0.844,101.997,She Move It Like - Badshah
0.505,0.667,-5.797,1,0.0323,0.597,0.213,0.516,151.728,"Soch Na Sake - Amaal Mallik, Arijit Singh, Tulsi Kumar"
0.699,0.665,-6.921,0,0.0483,0.0207,0.376,0.558,105.053,"Dil Cheez Tujhe Dedi - Ankit Tiwari, Arijit Singh"
0.472,0.554,-8.12,1,0.0325,0.493,0.161,0.288,135.882,"Tu Bhoola Jise - Amaal Mallik, KK"
0.488,0.649,-6.16,1,0.0344,0.571,0.208,0.549,76.111,Soch Na Sake - Arijit Singh
0.72,0.753,-5.453,1,0.131,0.0378,0.0707,0.619,128.016,"India Waale - Neeti Mohan, Vishal Dadlani, KK, Shankar Mahadevan"
0.676,0.671,-6.271,1,0.0526,0.568,0.0885,0.572,81.046,"Manwa Laage - Shreya Ghoshal, Arijit Singh"
0.599,0.671,-9.666,1,0.0339,0.644,0.256,0.736,149.954,"Mar Jaava (From Fashion) - Salim Merchant, Abhishek Bachchan"
